cutoff,cutoff_display,manuscript_label,model_variant,selection_mode,source_mode,best_epsilon_label,best_epsilon_value,best_c_factor,selected_run_name,resolved_run_dir,quantile_csv,expected_mean_crps,resolved_mean_crps,crps_abs_diff,horizon_days,provenance_path,provenance_source_run,provenance_selected_source_run,provenance_reuse_source_run_id,provenance_reused,provenance_source_type,provenance_selected_epsilon,provenance_selected_c_factor
20211221,12/21/2021,exAL-M-T1,exdqlm_multivar_keep,he2-publication-manifest,he2-publication-manifest,,,,multimodel_20211221_v8_he2partial20260623_exdqlm_multivar_keep,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_exdqlm_multivar_keep_partial_authority_refresh_20260623/runs/multimodel_20211221_v8_he2partial20260623_exdqlm_multivar_keep,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_exdqlm_multivar_keep_partial_authority_refresh_20260623/runs/multimodel_20211221_v8_he2partial20260623_exdqlm_multivar_keep/post/outputs/multimodel_20211221_v8_he2partial20260623_exdqlm_multivar_keep/exdqlm_multivar_synth_keep_cutoff_window_quantiles.csv,0.2604466008954305,0.2604466008954304,5.551115123125783e-17,28,/data/muscat_data/jaguir26/project1_ucsc_phd/Evironmetrics---REVISED-DOC-Corrected-2/artifacts/he2_publication_freeze/he2_bayesian_publication_manifest.csv,multimodel_20211221_v8_he2partial20260623_exdqlm_multivar_keep,multimodel_20211221_v8_he2partial20260623_exdqlm_multivar_keep,,False,he2-publication-manifest,,
20211221,12/21/2021,exAL-U-T1,exdqlm_univar,he2-publication-manifest,he2-publication-manifest,,,,multimodel_20211221_v8_he2pubgdpc1r1_exdqlm_univar,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_univar_al_exal_scale_repair_20260629/runs/multimodel_20211221_v8_he2pubgdpc1r1_exdqlm_univar,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_univar_al_exal_scale_repair_20260629/runs/multimodel_20211221_v8_he2pubgdpc1r1_exdqlm_univar/post/outputs/multimodel_20211221_v8_he2pubgdpc1r1_exdqlm_univar/exdqlm_univar_synth_cutoff_window_quantiles.csv,0.8333655063005331,0.833365506300533,1.1102230246251565e-16,28,/data/muscat_data/jaguir26/project1_ucsc_phd/Evironmetrics---REVISED-DOC-Corrected-2/artifacts/he2_publication_freeze/he2_bayesian_publication_manifest.csv,multimodel_20211221_v8_he2pubgdpc1r1_exdqlm_univar,multimodel_20211221_v8_he2pubgdpc1r1_exdqlm_univar,,False,he2-publication-manifest,,
20220511,05/11/2022,AL-M-T1,dqlm_multivar_al_keep,he2-publication-manifest,he2-publication-manifest,,,,multimodel_20220511_v8_he2tbl1fix20260612_dqlm_multivar_al_keep,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_table1_targeted_repair_20260612/runs/multimodel_20220511_v8_he2tbl1fix20260612_dqlm_multivar_al_keep,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_table1_targeted_repair_20260612/runs/multimodel_20220511_v8_he2tbl1fix20260612_dqlm_multivar_al_keep/post/outputs/multimodel_20220511_v8_he2tbl1fix20260612_dqlm_multivar_al_keep/dqlm_multivar_al_synth_keep_cutoff_window_quantiles.csv,0.0546749465068908,0.0546749465068908,0.0,28,/data/muscat_data/jaguir26/project1_ucsc_phd/Evironmetrics---REVISED-DOC-Corrected-2/artifacts/he2_publication_freeze/he2_bayesian_publication_manifest.csv,multimodel_20220511_v8_he2tbl1fix20260612_dqlm_multivar_al_keep,multimodel_20220511_v8_he2tbl1fix20260612_dqlm_multivar_al_keep,,False,he2-publication-manifest,,
20220511,05/11/2022,AL-U-T1,dqlm_univar_al,he2-publication-manifest,he2-publication-manifest,,,,multimodel_20220511_v8_he2pubgdpc1r1_dqlm_univar_al,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_univar_al_exal_scale_repair_20260629/runs/multimodel_20220511_v8_he2pubgdpc1r1_dqlm_univar_al,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_univar_al_exal_scale_repair_20260629/runs/multimodel_20220511_v8_he2pubgdpc1r1_dqlm_univar_al/post/outputs/multimodel_20220511_v8_he2pubgdpc1r1_dqlm_univar_al/dqlm_univar_al_synth_cutoff_window_quantiles.csv,0.1050582499935664,0.1050582499935664,0.0,28,/data/muscat_data/jaguir26/project1_ucsc_phd/Evironmetrics---REVISED-DOC-Corrected-2/artifacts/he2_publication_freeze/he2_bayesian_publication_manifest.csv,multimodel_20220511_v8_he2pubgdpc1r1_dqlm_univar_al,multimodel_20220511_v8_he2pubgdpc1r1_dqlm_univar_al,,False,he2-publication-manifest,,
20220511,05/11/2022,exAL-M-T1,exdqlm_multivar_keep,he2-publication-manifest,he2-publication-manifest,,,,multimodel_20220511_v8_he2partial20260623_exdqlm_multivar_keep,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_exdqlm_multivar_keep_partial_authority_refresh_20260623/runs/multimodel_20220511_v8_he2partial20260623_exdqlm_multivar_keep,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_exdqlm_multivar_keep_partial_authority_refresh_20260623/runs/multimodel_20220511_v8_he2partial20260623_exdqlm_multivar_keep/post/outputs/multimodel_20220511_v8_he2partial20260623_exdqlm_multivar_keep/exdqlm_multivar_synth_keep_cutoff_window_quantiles.csv,0.0227281783203013,0.0227281783203013,0.0,28,/data/muscat_data/jaguir26/project1_ucsc_phd/Evironmetrics---REVISED-DOC-Corrected-2/artifacts/he2_publication_freeze/he2_bayesian_publication_manifest.csv,multimodel_20220511_v8_he2partial20260623_exdqlm_multivar_keep,multimodel_20220511_v8_he2partial20260623_exdqlm_multivar_keep,,False,he2-publication-manifest,,
20220511,05/11/2022,exAL-U-T1,exdqlm_univar,he2-publication-manifest,he2-publication-manifest,,,,multimodel_20220511_v8_he2pubgdpc1r1_exdqlm_univar,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_univar_al_exal_scale_repair_20260629/runs/multimodel_20220511_v8_he2pubgdpc1r1_exdqlm_univar,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_univar_al_exal_scale_repair_20260629/runs/multimodel_20220511_v8_he2pubgdpc1r1_exdqlm_univar/post/outputs/multimodel_20220511_v8_he2pubgdpc1r1_exdqlm_univar/exdqlm_univar_synth_cutoff_window_quantiles.csv,0.124521763852018,0.124521763852018,0.0,28,/data/muscat_data/jaguir26/project1_ucsc_phd/Evironmetrics---REVISED-DOC-Corrected-2/artifacts/he2_publication_freeze/he2_bayesian_publication_manifest.csv,multimodel_20220511_v8_he2pubgdpc1r1_exdqlm_univar,multimodel_20220511_v8_he2pubgdpc1r1_exdqlm_univar,,False,he2-publication-manifest,,
20221225,12/25/2022,AL-M-T1,dqlm_multivar_al_keep,he2-publication-manifest,he2-publication-manifest,,,,multimodel_20221225_v8_he2grid_c05_eps030_dqlm_multivar_al_keep,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_dqlm_multivar_al_keep_from_exal_winners_20260602/runs/multimodel_20221225_v8_he2grid_c05_eps030_dqlm_multivar_al_keep,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_dqlm_multivar_al_keep_from_exal_winners_20260602/runs/multimodel_20221225_v8_he2grid_c05_eps030_dqlm_multivar_al_keep/post/outputs/multimodel_20221225_v8_he2grid_c05_eps030_dqlm_multivar_al_keep/dqlm_multivar_al_synth_keep_cutoff_window_quantiles.csv,0.6276416774750632,0.627641677475063,1.1102230246251565e-16,28,/data/muscat_data/jaguir26/project1_ucsc_phd/Evironmetrics---REVISED-DOC-Corrected-2/artifacts/he2_publication_freeze/he2_bayesian_publication_manifest.csv,multimodel_20221225_v8_he2grid_c05_eps030_dqlm_multivar_al_keep,multimodel_20221225_v8_he2grid_c05_eps030_dqlm_multivar_al_keep,,False,he2-publication-manifest,,
20221225,12/25/2022,AL-U-T1,dqlm_univar_al,he2-publication-manifest,he2-publication-manifest,,,,multimodel_20221225_v8_he2pubgdpc1r1_dqlm_univar_al,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_univar_al_exal_scale_repair_20260629/runs/multimodel_20221225_v8_he2pubgdpc1r1_dqlm_univar_al,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_univar_al_exal_scale_repair_20260629/runs/multimodel_20221225_v8_he2pubgdpc1r1_dqlm_univar_al/post/outputs/multimodel_20221225_v8_he2pubgdpc1r1_dqlm_univar_al/dqlm_univar_al_synth_cutoff_window_quantiles.csv,1.733756863696973,1.733756863696973,0.0,28,/data/muscat_data/jaguir26/project1_ucsc_phd/Evironmetrics---REVISED-DOC-Corrected-2/artifacts/he2_publication_freeze/he2_bayesian_publication_manifest.csv,multimodel_20221225_v8_he2pubgdpc1r1_dqlm_univar_al,multimodel_20221225_v8_he2pubgdpc1r1_dqlm_univar_al,,False,he2-publication-manifest,,
20221225,12/25/2022,exAL-M-T1,exdqlm_multivar_keep,he2-publication-manifest,he2-publication-manifest,,,,multimodel_20221225_v8_he2partial20260623_exdqlm_multivar_keep,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_exdqlm_multivar_keep_partial_authority_refresh_20260623/runs/multimodel_20221225_v8_he2partial20260623_exdqlm_multivar_keep,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_exdqlm_multivar_keep_partial_authority_refresh_20260623/runs/multimodel_20221225_v8_he2partial20260623_exdqlm_multivar_keep/post/outputs/multimodel_20221225_v8_he2partial20260623_exdqlm_multivar_keep/exdqlm_multivar_synth_keep_cutoff_window_quantiles.csv,0.5380554847458453,0.5380554847458453,0.0,28,/data/muscat_data/jaguir26/project1_ucsc_phd/Evironmetrics---REVISED-DOC-Corrected-2/artifacts/he2_publication_freeze/he2_bayesian_publication_manifest.csv,multimodel_20221225_v8_he2partial20260623_exdqlm_multivar_keep,multimodel_20221225_v8_he2partial20260623_exdqlm_multivar_keep,,False,he2-publication-manifest,,
20221225,12/25/2022,exAL-U-T1,exdqlm_univar,he2-publication-manifest,he2-publication-manifest,,,,multimodel_20221225_v8_he2pubgdpc1r1_exdqlm_univar,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_univar_al_exal_scale_repair_20260629/runs/multimodel_20221225_v8_he2pubgdpc1r1_exdqlm_univar,/data/muscat_data/jaguir26/project1_ucsc_phd_runtime/multimodel_v8_he2_univar_al_exal_scale_repair_20260629/runs/multimodel_20221225_v8_he2pubgdpc1r1_exdqlm_univar/post/outputs/multimodel_20221225_v8_he2pubgdpc1r1_exdqlm_univar/exdqlm_univar_synth_cutoff_window_quantiles.csv,1.7054787321666038,1.7054787321666038,0.0,28,/data/muscat_data/jaguir26/project1_ucsc_phd/Evironmetrics---REVISED-DOC-Corrected-2/artifacts/he2_publication_freeze/he2_bayesian_publication_manifest.csv,multimodel_20221225_v8_he2pubgdpc1r1_exdqlm_univar,multimodel_20221225_v8_he2pubgdpc1r1_exdqlm_univar,,False,he2-publication-manifest,,
